"URls","Size","# of Outlinks","Content-Type"
"https://www.washingtonpost.com/amphtml/news/democracy-post/wp/2017/09/06/zsa-zsa-gabor-turned-me-in/","47996","52","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/democracy-post/wp/2017/07/14/one-year-later-the-turkish-coup-attempt-remains-shrouded-in-mystery/?utm_term=.dfac8acf94ee","156484","34","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/answer-sheet/wp/2016/07/16/fethullah-gulen-the-islamic-scholar-turkey-blames-for-failed-coup/?utm_term=.158dc63974d2","195648","33","text/html;charset=UTF-8"
"https://www.washingtonpost.com/people/asli-aydintasbas/","71745","59","text/html;charset=UTF-8"
"https://www.washingtonpost.com/world/journalists-sentenced-to-jail-in-case-highlighting-media-crackdown-in-turkey/2016/05/06/4c29722a-13b1-11e6-a9b5-bf703a5a7191_story.html?utm_term=.397a000bb747","155632","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/09/13/the-night-ralph-lauren-let-us-into-his-personal-fantasy-land/?utm_term=.2a1927f75e16","195168","53","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/09/09/pep-rally-sportswear-with-an-artful-twist-from-monse-hey-nicki-minaj-approves/?spon_con=fashion_week&utm_term=.18da0508c896","186163","39","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/09/09/sparkly-catsuits-and-sponge-bob-prints-from-a-designer-who-wants-you-to-dress-like-katy-perry/?spon_con=fashion_week&utm_term=.f581883667fe","189076","45","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/09/12/at-oscar-de-la-renta-newcomers-use-a-splash-of-paint-to-freshen-a-classic-look/?spon_con=fashion_week&utm_term=.d3202d6398a6","190330","48","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/09/11/it-was-new-york-fashions-battle-of-the-cool-kids-and-of-course-rihanna-won/?spon_con=fashion_week&utm_term=.2962905e4a24","201295","57","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/09/07/is-that-a-dress-or-a-shirt-whatever-tom-ford-just-wants-you-to-be-fabulous/","193332","47","text/html;charset=UTF-8"
"https://www.washingtonpost.com/lifestyle/style/fashion-is-finally-figuring-out-diversity--in-ways-that-actually-matter/2017/09/06/a16333a6-88f0-11e7-a94f-3139abce39f5_story.html","179171","55","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/09/13/elegant-earthy-easy-derek-lams-collection-was-just-really-great/","65945","52","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/09/08/cheerleaders-rubber-skirts-security-blankets-whats-calvin-klein-trying-to-say-about-america/?spon_con=fashion_week&utm_term=.bee2bb13e1b0","193621","48","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/entertainment/celebrities/rich-colors-dominate-the-runway-at-paris-fashion-week/2017/09/29/d5c320ca-a538-11e7-b573-8ec86cdfe1ed_story.html","44882","35","text/html; charset=utf-8"
"https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/09/12/at-oscar-de-la-renta-newcomers-use-a-splash-of-paint-to-freshen-a-classic-look/","68413","55","text/html; charset=utf-8"
"https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/09/09/sparkly-catsuits-and-sponge-bob-prints-from-a-designer-who-wants-you-to-dress-like-katy-perry/","67816","52","text/html; charset=utf-8"
"https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/09/08/cheerleaders-rubber-skirts-security-blankets-whats-calvin-klein-trying-to-say-about-america/","70114","55","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/09/28/clothes-that-could-make-air-travel-glamorous-again-well-almost/?utm_term=.489e77b804cb","163747","40","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/09/30/junya-watanabe-envisions-a-world-of-happy-punks-in-big-pretty-dresses/","52288","60","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/09/29/its-like-gumby-joined-a-utopian-cult-and-created-the-seasons-most-magical-fashion/?tid=magnet&utm_term=.d94704d67e22","171324","50","text/html;charset=UTF-8"
"https://www.washingtonpost.com/archive/local/2000/02/06/bonnie-cashin/3af4dfb8-e643-4a69-a4f3-426a4ef79686/","88950","21","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/09/13/how-do-you-feel-about-tie-dye-well-michael-kors-might-open-your-mind/?spon_con=fashion_week&utm_term=.0e72d3e7a787","186782","46","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/09/14/sparkles-big-shapes-bold-colors-silky-wraps-fashion-wants-you-to-find-your-joy-this-spring/","89352","86","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/09/13/the-night-ralph-lauren-let-us-into-his-personal-fantasy-land/?spon_con=fashion_week&utm_term=.521b5e418b74","195168","53","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/09/29/fashion-wants-to-put-on-a-spectacle-can-we-keep-sight-of-the-clothes/","49772","52","text/html; charset=utf-8"
"https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/09/09/pep-rally-sportswear-with-an-artful-twist-from-monse-hey-nicki-minaj-approves/","64635","45","text/html; charset=utf-8"
"https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/09/13/how-do-you-feel-about-tie-dye-well-michael-kors-might-open-your-mind/","66399","53","text/html; charset=utf-8"
"https://www.washingtonpost.com/amphtml/politics/federal_government/health-care-defeat-leaves-gop-in-crouch-dems-on-offense/2017/09/29/8950129a-a54f-11e7-b573-8ec86cdfe1ed_story.html","44761","34","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/07/12/for-spring-2018-raf-simons-knows-that-men-will-want-to-dress-for-a-blade-runner-dystopia/?utm_term=.d4a7776c6ea7","166116","46","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/09/11/it-was-new-york-fashions-battle-of-the-cool-kids-and-of-course-rihanna-won/","77161","64","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/09/11/it-was-new-york-fashions-battle-of-the-cool-kids-and-of-course-rihanna-won/?spon_con=fashion_week&utm_term=.247c46581bb2","201295","57","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/09/12/these-bras-arent-what-youd-call-practical-but-they-might-be-brilliant/","70112","57","text/html; charset=utf-8"
"https://www.washingtonpost.com/lifestyle/style/how-designer-shayne-oliver-won-over-kanye-west-aap-rocky--and-the-fashion-world/2014/09/04/0164105e-2972-11e4-8593-da634b334390_story.html?utm_term=.f1bfed9857fe","167557","30","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/09/11/leslie-jones-cheering-in-the-front-row-was-the-best-thing-at-new-york-fashion-week/","66990","53","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2016/07/06/yet-another-way-fashion-is-unfair-to-plus-size-women-and-one-entrepreneurs-solution/?utm_term=.5e329e3d0a4e","158325","36","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/09/13/the-night-ralph-lauren-let-us-into-his-personal-fantasy-land/","72376","58","text/html; charset=utf-8"
"https://www.washingtonpost.com/amphtml/entertainment/celebrities/amazonian-color-dramatic-silhouettes-hit-the-paris-runways/2017/09/30/0de26b74-a60f-11e7-b573-8ec86cdfe1ed_story.html","45167","35","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/08/31/take-a-look-at-one-of-the-countrys-most-blatant-gerrymanders/","157427","40","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/08/29/houston-is-experiencing-its-third-500-year-flood-in-3-years-how-is-that-possible/","159687","46","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/21/flints-lead-poisoned-water-had-a-horrifyingly-large-effect-on-fetal-deaths-study-finds/","157842","37","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/11/heres-one-marijuana-trend-you-should-actually-be-worried-about/","155701","33","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/26/every-county-in-america-ranked-by-economic-distress/","153888","29","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/13/americas-highest-earning-state-probably-isnt-the-one-youd-expect/","155463","32","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/06/the-stark-racial-and-religious-divide-between-democrats-and-republicans-in-one-chart/","152974","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/category/climate-agriculture/","91561","63","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/category/agriculture/","189161","92","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/category/politics/","192466","86","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/07/trump-called-the-estate-tax-a-tremendous-burden-on-family-farmers-heres-the-truth/","153431","30","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/22/actually-kids-are-good-now/","154684","36","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/08/29/why-it-seems-like-north-korea-is-launching-missiles-all-the-time-now/","154905","38","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/08/29/harvey-has-dumped-more-water-on-houston-than-half-the-country-has-seen-all-year/","157129","38","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/21/happy-equinox-heres-how-quickly-the-days-are-getting-shorter-where-you-live/","156238","39","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/14/think-rural-areas-are-falling-behind-think-again/","155628","44","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/07/teen-marijuana-use-falls-to-20-year-low-defying-legalization-opponents-predictions/","152327","32","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/08/30/the-terrifying-science-behind-floating-fire-ant-colonies-and-how-to-destroy-them/","158573","42","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/15/the-average-american-spent-more-than-9-full-days-getting-to-and-from-work-last-year/","154084","39","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/26/more-people-were-arrested-last-year-over-pot-than-for-murder-rape-aggravated-assault-and-robbery-combined/","156605","39","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/09/26/the-incredible-shrinking-refugee-cap-in-one-chart/","41466","43","text/html; charset=utf-8"
"https://www.washingtonpost.com/national/us-surpasses-cap-on-refugee-admissions/2017/07/12/dbb8e98e-672a-11e7-a1d7-9a32c91c6f40_story.html?utm_term=.4641c2cde1bd","156896","29","text/html;charset=UTF-8"
"https://www.washingtonpost.com/business/economy/amish-farmers-square-off-against-big-organic-in-milk-battle/2017/07/05/7fa9467c-4ee6-11e7-b064-828ba60fbb98_story.html?utm_term=.c67510bf3f03","166141","32","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/09/28/usda-closes-investigation-into-a-massive-organic-farm-but-what-did-it-check/","46872","38","text/html; charset=utf-8"
"https://www.washingtonpost.com/business/economy/why-your-organic-milk-may-not-be-organic/2017/05/01/708ce5bc-ed76-11e6-9662-6eedf1627882_story.html?utm_term=.cd1ce2f46d05","172465","30","text/html;charset=UTF-8"
"https://www.washingtonpost.com/opinions/trump-promised-to-do-a-big-number-on-dodd-frank-that-looks-unlikely/2017/06/15/acefc50c-51ed-11e7-91eb-9611861a988f_story.html?utm_term=.7bf25cccc97c","156781","36","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/09/26/the-united-states-is-now-the-worlds-second-most-competitive-economy/","45136","39","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/07/11/the-real-problem-with-david-brooks-sandwich-column/","157980","35","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/06/30/the-big-consequence-of-the-amazonwhole-foods-deal-no-ones-talking-about/","163415","37","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/07/11/how-free-trade-can-make-you-fat/","161709","39","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/20/hurricane-irma-may-speed-the-end-of-orange-juice-americas-biggest-source-of-fruit/","160264","40","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/07/26/coca-cola-zero-sugar-cokes-hot-new-soda-isnt-actually-that-new-at-all/","156005","36","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/07/07/the-dark-side-of-trumps-much-hyped-china-trade-deal-it-could-literally-make-you-sick/","164340","39","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/07/04/lots-of-craft-beer-is-brewed-by-anheuser-busch-heres-how-to-spot-the-real-stuff/","159920","35","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/08/08/the-insane-43-billion-system-that-gets-food-delivered-to-your-door/","162237","30","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/07/18/melania-trumps-grandfather-was-an-onion-farmer-this-company-wants-to-make-his-onion-famous/","159522","33","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/23/consumers-loved-all-natural-until-trix-cereal-lost-its-neon-bright-glow/","157202","32","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/07/13/were-losing-more-people-to-the-sweets-than-to-the-streets-why-two-black-pastors-are-suing-coca-cola/","164121","35","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/08/24/why-even-a-multimillion-dollar-federal-research-program-cant-get-kids-to-eat-vegetables/","159447","35","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/06/23/why-wawa-wont-let-food-stamp-recipients-buy-a-sandwich-on-toasted-bread/","155726","35","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/07/13/uncertainty-and-dysfunction-have-overtaken-usda-program-for-organic-foods-key-lawmaker-says/","156206","29","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/06/22/its-a-nightmare-for-grocery-stores-but-it-might-make-your-groceries-cheaper/","160074","32","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/07/18/a-chipotle-restaurant-is-closed-after-yet-another-foodborne-illness-outbreak/","156274","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/07/21/why-champagne-sorbet-might-be-illegal/","157271","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/08/17/hunger-abated-after-the-recession-but-not-for-the-elderly-u-s-figures-show/","153653","28","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/08/30/the-raging-legal-battle-over-what-makes-a-food-natural/","158419","34","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/22/the-united-states-just-hit-20-trillion-in-debt-republicans-have-a-plan-to-make-it-worse/","159700","38","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/09/27/beware-of-trumps-claim-that-wages-will-soar-after-he-cuts-taxes/","46153","40","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/26/republican-to-unveil-broad-tax-cuts-put-off-tough-decisions/?utm_term=.6862a2499b53","160203","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/09/28/obamacare-repeal-isnt-really-dead/","45078","46","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/06/15/its-time-to-stop-blaming-poor-people-for-the-financial-crisis/","159060","28","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/05/23/for-the-first-time-poor-people-receiving-housing-subsidies-may-be-required-to-work/","159054","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/05/05/the-one-area-where-racial-disparities-in-housing-has-disappeared/","156653","28","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/category/business-2/","191012","90","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2016/10/12/the-remarkable-thing-that-happens-to-poor-kids-when-you-help-their-parents-with-rent/","160865","39","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/07/06/a-surprising-way-to-increase-property-values/","158267","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/08/10/millions-of-poor-families-could-benefit-from-housing-aid-trump-wants-to-cut/","156693","33","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2016/11/04/trump-succeeds-in-neighborhoods-burdened-by-heavy-mortgages-report-says/","158194","29","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/03/16/if-youre-a-poor-person-in-america-trumps-budget-is-not-for-you/","219627","38","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/01/16/why-these-economists-say-the-usual-explanation-for-the-financial-crisis-is-wrong/","161200","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/03/06/carson-compares-slaves-to-immigrants-coming-to-a-land-of-dreams-and-opportunity/","158052","30","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2016/12/29/what-counties-that-flipped-from-romney-to-clinton-have-in-common/","154010","29","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/category/urban-policy/","190194","92","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/07/26/faced-with-complaints-of-discrimination-airbnb-partners-with-naacp-to-recruit-black-hosts/","160899","38","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2016/10/04/how-donald-trump-and-other-real-estate-developers-pay-almost-nothing-in-taxes/","158939","35","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/06/26/the-ultimate-symbol-of-the-pre-recession-boom-is-back/","155571","26","text/html;charset=UTF-8"
"https://www.washingtonpost.com/people/max-ehrenfreund/","72269","58","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/06/08/heres-how-much-you-would-need-to-make-to-afford-housing-in-your-state/","158747","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2016/12/07/what-ben-carson-gets-wrong-about-segregation-in-america/","159322","36","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/07/12/elizabeth-warren-to-show-how-she-will-fight-trump-policies/","154554","29","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/01/12/what-ben-carson-gets-wrong-about-government-assistance/","159521","38","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/08/18/here-is-the-official-resume-of-the-person-trump-put-in-charge-of-federal-housing-in-new-york/","160197","35","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/category/energy/","182682","91","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2015/02/26/the-mcmansion-is-back-and-bigger-than-ever/?utm_term=.50b0c401150a","155139","40","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/09/28/the-one-surefire-way-to-grow-your-wealth-in-the-u-s/","43141","45","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/27/since-2013-minorities-and-americans-without-college-degrees-showed-greatest-gains-in-wealth-federal-reserve-report-shows/?utm_term=.479123e2126d","161058","34","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/15/african-americans-are-the-only-racial-group-in-u-s-still-making-less-than-they-did-in-2000/?utm_term=.75a62a475fed","156606","35","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/28/black-and-hispanic-families-are-making-more-money-but-they-still-lag-far-behind-whites/?utm_term=.721784134979","159582","35","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/09/27/since-2013-minorities-and-americans-without-college-degrees-showed-greatest-gains-in-wealth-federal-reserve-report-shows/","49948","43","text/html; charset=utf-8"
"https://www.washingtonpost.com/business/economy/us-middle-class-incomes-reached-highest-ever-level-in-2016-census-bureau-says/2017/09/12/7226905e-97de-11e7-b569-3360011663b4_story.html?utm_term=.69be56ce49ab","156541","26","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/09/29/20-percent-of-serious-food-safety-violations-go-ignored-new-report-finds/","49207","45","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/08/02/white-trump-voters-think-they-face-more-discrimination-than-blacks-the-trump-administration-is-listening/","157854","43","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/category/trade/","191035","82","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/13/orrin-hatch-has-drug-puns/","152056","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/08/03/trump-called-new-hampshire-a-drug-infested-den-heres-whats-really-going-on-there/","154863","36","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/08/09/neil-degrasse-tyson-no-reason-for-marijuana-to-be-illegal/","153770","38","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/12/trumps-voter-fraud-commission-is-hearing-a-proposal-to-make-every-voter-pass-a-gun-background-check/","155264","34","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/08/01/cory-booker-puts-marijuana-legalization-at-the-center-of-his-new-racial-justice-bil/","156916","37","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/13/customs-agents-seized-a-lawful-gun-owners-truck-over-five-bullets-now-hes-suing-to-get-it-back/","163289","39","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/07/31/what-our-google-searches-reveal-about-the-drug-epidemic/","156825","46","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/07/31/your-stoner-friend-really-is-a-lot-more-relaxed-than-you-scientists-confirm/","155907","36","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/08/08/heres-what-happens-if-trump-declares-opioid-abuse-a-national-emergency/","155967","34","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/08/08/american-mosques-and-american-muslims-are-being-targeted-for-hate-like-never-before/","157392","44","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/category/social-policy/","189572","93","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/08/07/how-much-would-you-pay-to-live-pain-free/","154712","32","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/08/04/is-jeff-sessions-planning-to-crack-down-on-legal-pot-this-letter-suggests-he-might-be/","157967","37","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/07/31/white-house-opioid-commission-to-trump-declare-a-national-emergency-on-drug-overdoses/","158587","38","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/08/23/how-a-chinese-entrepreneur-evaded-sanctions-and-financed-kim-jong-uns-nuclear-weapons-program/","158792","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/06/02/trumps-budget-chief-just-disavowed-a-big-part-of-trumps-budget/","160531","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/06/08/even-after-kansass-tax-hike-the-rich-are-still-paying-less/","156232","27","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/06/15/kansas-conservative-experiment-may-have-gone-worse-than-people-thought/","158399","30","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/07/18/trumps-new-dilemma-stick-with-health-care-or-move-on/","157585","34","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/07/13/gop-effort-to-undo-obamacare-restores-taxes-on-the-rich-and-insurance-executives/","154195","27","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/06/01/americans-are-taking-their-sweet-time-paying-taxes-and-the-government-is-running-out-of-cash/","158468","28","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/05/24/trump-administration-warns-tax-receipts-are-coming-in-slowly-government-could-run-out-of-cash-sooner-than-expected/","159572","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/06/07/kansas-republicans-raise-taxes-rebuking-their-gop-governors-real-live-experiment-in-conservative-policy/","162472","26","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/26/everyone-says-we-need-tax-reform-but-nobody-agrees-on-what-tax-reform-is/","158958","39","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/06/01/researchers-are-figuring-out-just-how-much-wealth-the-super-rich-are-hiding-overseas/","158600","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/07/12/trumps-tax-proposals-could-hike-taxes-for-nearly-a-quarter-of-the-middle-class/","157638","29","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/07/16/what-american-liberals-could-learn-from-south-africa/","158228","29","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/26/half-of-americans-think-president-trumps-tax-plan-will-favor-the-wealthy/","157394","35","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/06/20/paul-ryan-and-mike-pence-leave-big-questions-unanswered-on-tax-reform/","159858","27","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/07/26/democrats-better-deal-for-workers-leaves-a-tough-question-unanswered/","161476","33","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/07/11/strict-rules-for-enforcing-the-estate-tax-are-on-the-trump-administrations-hit-list/","156783","30","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/07/19/paul-ryan-just-made-trumps-agenda-a-lot-harder-to-pass/","158921","35","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/18/tax-avoiding-mergers-allowed-u-s-companies-to-lower-their-initial-tax-bill-by-45-million-cbo-says/","154392","36","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/13/getting-rid-of-all-tax-breaks-could-reduce-the-corporate-tax-rate-to-26-percent-study-says/","156229","36","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/09/13/what-trump-doesnt-understand-about-health-care-but-a-9-year-old-does/","155835","30","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/wonk/wp/2017/08/29/gileads-11-9-billion-purchase-of-a-groundbreaking-cancer-therapy-could-drag-it-into-a-new-debate-on-prices/","156196","30","text/html;charset=UTF-8"
